,caption,video_id,sen_id
50940,a man is talking about deserts,video2241,50940
69940,a child playing with her pet turtles,video2242,69940
122940,a picture of stir fry rice noodles with a woman saying she ll teach people how to cook it,video2243,122940
42560,a girl giving an iphone tutorial,video2244,42560
40400,a girl is reading,video2245,40400
16720,a boy is singing a song in a stage in front of others,video2246,16720
121640,women on a talk show discuss some thin white fabrics they are showing,video2247,121640
105820,on a baseball field referees discuss a play,video2248,105820
73060,a bunch of children at a rallying then a man making trophies,video2249,73060
139860,a woman stirs a green vegetable in a pot then checks her shrimp dish,video225,139860
138860,a woman in black explaining how to cook the ingredients,video2250,138860
87160,a discussion is taking place,video2251,87160
92940,a computer shot of game selection in angry birds,video2252,92940
49060,a woman is displaying some cosmetics,video2253,49060
62840,a character running down the sidewalk in the game the sims,video2254,62840
21720,a black man singing a song,video2255,21720
38680,a few women talking on a show,video2256,38680
67820,a child swims on the beach,video2257,67820
85320,a demonstration of how to fold a jogger,video2258,85320
86700,a display of new file on the monitor,video2259,86700
58620,a man displays some items from his cupboard,video226,58620
134120,a man in short red shorts tosses jalapenos through a tiny basketball hoop into a bowl of nachos,video2260,134120
98120,there is a handsom man talking from a movie,video2261,98120
49780,a woman explaining in the class,video2262,49780
14740,a british guy playing angry birds,video2263,14740
130000,a man shows his computer desktop with many icons and a beach colored wallpaper,video2264,130000
118360,a man is discussing how volkswagen is devoted to diesel technology,video2265,118360
119540,a women is applying make up to her face,video2266,119540
71460,a car is met an accident and standing alone,video2267,71460
57780,a man describes an owl s qualities,video2268,57780
89320,a clip showcasing a comical music video,video2269,89320
139460,men are playing the guitar together,video227,139460
124460,a orange color car is on the road,video2270,124460
39860,a girl is answering the door,video2271,39860
91100,a clip from vice news,video2272,91100
125440,an orange full moon appears in the sky over a city skyline,video2273,125440
81660,a conversation scene between robert downey jr iron man and chris evan s character captain america in the movie the avengers,video2274,81660
78540,a cartoon animal is singing and dancing,video2275,78540
28400,a green car drives in a video game,video2276,28400
10680,a box of tools,video2277,10680
42980,a girl dances in class,video2278,42980
5560,a ball is hitting a woman while playing,video2279,5560
100520,a man walks up to a woman holding an umbrella in a garden,video228,100520
47720,a man in brown jacket talks to press,video2280,47720
44480,a man is singing,video2281,44480
41700,a gamer plays a soccer video game,video2282,41700
7840,a animated show of a mermaid being captured,video2283,7840
42020,a girl adds dabs to her nails and makes them colorful,video2284,42020
138000,two animated characters fight with swords and dodge fires,video2285,138000
57480,a man demonstrates how to make an animation,video2286,57480
135360,a man eats pizza while a man in a blue and white shirt looks on,video2287,135360
26780,a grey haired man gives a speech,video2288,26780
103740,three men sit on a porch and stand to sit in chairs,video2289,103740
58920,a man doing a commentary on minecraft and talking about killing trees,video229,58920
93200,a contestant is introduced on a television talent show,video2290,93200
102380,a man dress as a hairy woman in a mock video about beauty products ,video2291,102380
59100,a man and a woman meeting on a bridge,video2292,59100
102040,there is a woman walking through the house,video2293,102040
86020,a dancing teacher is dancing with her students,video2294,86020
44860,a man is sitting,video2295,44860
7000,a an is holding a microphone,video2296,7000
64900,a cartoon puppet sings,video2297,64900
31020,a guy is discussing with jay leno about a piece of technology,video2298,31020
77220,a car is skidding in the track,video2299,77220
12480,a boy and a girl in a nestea advertisement,video23,12480
4100,a baby stroller is being displayed,video230,4100
56440,a headline about bill murray s final appearance on the late show with david letterman is shown,video2300,56440
13740,a boy is wearing sunglasse,video2301,13740
107100,a man stirs tomato sauce with a red rubber spatula,video2302,107100
80600,a creek of heated water flows,video2303,80600
38080,a food item a woman is trying to turn into ice cream sandwiches,video2304,38080
133980,a man with red shorts on is trying to hit some hoops,video2305,133980
127120,a variety of expensive cars litter the streets in unison,video2306,127120
5740,a bald man talking about a map of prussia in 1806,video2307,5740
47280,a man hosts a news broadcast,video2308,47280
97860,there is some one climbing rocks with a nice shoes,video2309,97860
65900,a classroom of children are learning,video231,65900
66400,a chinese show of a boy and girl,video2310,66400
18180,a basketball player performs a slam dunk,video2311,18180
80820,a crowd is cheering for the pope and a man is getting arrested,video2312,80820
66680,a clip from a movie is playing,video2313,66680
99060,there is a tiger running towards the water,video2314,99060
135140,a dark gray car drives down an asphalt street while a narrator talks about fuel efficiency,video2315,135140
33240,a group of people are at a party,video2316,33240
116060,a man watches a basketball player making odd gestures in victory celebration,video2317,116060
27480,a group of military people is going,video2318,27480
64560,a cat breathing heavily and then grooming itself,video2319,64560
65020,a cartoon of two freddy krueger characters stab each other and then sink into a pool of blood in the ground,video232,65020
47180,a man in a leather jacket shoots a few people,video2320,47180
124420,gameplay advertisement footage of a not-so-well-known platformer-style fighting video game with an unknown title from studio joho,video2321,124420
36800,a game is being played,video2322,36800
83740,a dog is walking in the park,video2323,83740
